,Images,Text
2995,000000022440.jpg#4,A city bus driving down a city street
2996,000000379448.jpg#0,A traffic light suspended above a city street.
2997,000000379448.jpg#1,A traffic light hanging on a line over a road.
2998,000000379448.jpg#2,An city street at night with a traffic light. 
2999,000000379448.jpg#3,I am unable to see an image above.
3000,000000379448.jpg#4,A streak of light is shining down a street.
3001,000000516167.jpg#0,a red pick up truck is parked outside 
3002,000000516167.jpg#1,An old maroon pickup truck is standing in the park in lot as the sun beams down. 
3003,000000516167.jpg#2,a truck sits parked next to some other cars 
3004,000000516167.jpg#3,A truck parked near another car and the sidewalk. 
3005,000000516167.jpg#4,a pick up truck parked next to a side walk with other cars parked in the back ground
3006,000000118787.jpg#0,Cars waiting at a stoplight at night with city lights in background.
3007,000000118787.jpg#1,A bunch of vehicles that are sitting in the street.
3008,000000118787.jpg#2,Traffic of cars on the street in the city at night time.  
3009,000000118787.jpg#3,A city street at night filled with lots of traffic.
3010,000000118787.jpg#4,a busy street that  has a lot of cars in it
3011,000000105936.jpg#0,The woman is getting ready to cross the street in the city. 
3012,000000105936.jpg#1,A woman in blue jeans and a long sleeve shirt waiting on a street corner.
3013,000000105936.jpg#2,A woman standing at a street corner as a man approaches her fom across the way.
3014,000000105936.jpg#3,A man and a woman are crossing the street in the city. 
3015,000000105936.jpg#4,A man and woman use a crosswalk in a city.
3016,000000012891.jpg#0,A railroad train traveling along a flower lined street
3017,000000012891.jpg#1,A train is moving along the tracks beside a path.
3018,000000012891.jpg#2,A people walking on a paved path next to a railroad track.
3019,000000012891.jpg#3,People strolling along a cherry blossom covered pathway by a busy railway line
3020,000000012891.jpg#4,A train engine carrying carts down a track.
3021,000000169026.jpg#0,"Cars and a passenger bus drive down a dirty, slushy street. "
3022,000000169026.jpg#1,A bus is going down the street in the snow.
3023,000000169026.jpg#2,A bus driving down a snow covered street.
3024,000000169026.jpg#3,a yellow and a white bus some snow a car and buildings
3025,000000169026.jpg#4,a bus is driving down a snowy city street.
3026,000000431152.jpg#0,People walking down a residential street where cars are parked.
3027,000000431152.jpg#1,Pedestrians and parked cars on a small village street
3028,000000431152.jpg#2,Cars parked in the street of a town.
3029,000000431152.jpg#3,Cars are parked on a street near people walking.
3030,000000431152.jpg#4,A street filled with traffic next to tall buildings.
3031,000000531844.jpg#0,A city buss driving down a quiet street. 
3032,000000531844.jpg#1,A bus driving down a street next to a tall building.
3033,000000531844.jpg#2,"A city bus driving down a street, past a store."
3034,000000531844.jpg#3,A bus travelling pass a store and parked cars. 
3035,000000531844.jpg#4,a red white and yellow bus some buildings and cars
3036,000000390935.jpg#0,People are in a desert with vehicles and a horse. 
3037,000000390935.jpg#1,Three vehicles parked outdoors with a horse standing nearby.
3038,000000390935.jpg#2,A gravel pit with several cars and a horse.
3039,000000390935.jpg#3,A group of people standing outside of a car next to a horse.
3040,000000390935.jpg#4,The people have parked their cars near the horse.
3041,000000305101.jpg#0,a railroad crossing and some cars and trees
3042,000000305101.jpg#1,Cars stopped at the traffic light while cross traffic moves along.
3043,000000305101.jpg#2,A person in a cream colored car waiting at a stop light
3044,000000305101.jpg#3,A car is stopped at a railroad crossing
3045,000000305101.jpg#4,The back side of a car that is stopped at a red light.
3046,000000256607.jpg#0,A bus that is sitting near a building.
3047,000000256607.jpg#1,A bus and car are parked in front of a building. 
3048,000000256607.jpg#2,A red bus travels down a one way city street
3049,000000256607.jpg#3,A transit bus moves through a narrow street. 
3050,000000256607.jpg#4,A large red bus driving down the street.
3051,000000539789.jpg#0,A compact car is parked beside many motorcycles.
3052,000000539789.jpg#1,A small car parked in with the motorcycles on the road. 
3053,000000539789.jpg#2,A parking lot line with parked cars in front of a building.
3054,000000539789.jpg#3,A line of cars and motorbikes are shown in a row.
3055,000000539789.jpg#4,a number of motorcycles parked near one another 
3056,000000175801.jpg#0,a red car driving down a city road on a cloudy day
3057,000000175801.jpg#1,A red bus driving past buildings under a cloudy blue sky.
3058,000000175801.jpg#2,A red bus driving down a street with businesses.
3059,000000175801.jpg#3,A bus stops to pick up passengers on a busy street.
3060,000000175801.jpg#4,a red bus going down a road with a lot of buildings beside it 
3061,000000515457.jpg#0,Several cars parked along the side of a street at night.
3062,000000515457.jpg#1,A couple of cars parked on the side of a street at a traffic light.
3063,000000515457.jpg#2,A city street with cars driving at night
3064,000000515457.jpg#3,A street at night with cars in motion on it.
3065,000000515457.jpg#4,THE VIEW OF A STREET WITH CARS PASSING BY AT NIGHT.
3066,000000184669.jpg#0,A red Coke truck driving down a street under a traffic light.
3067,000000184669.jpg#1,A red coca-cola truck makes a turn at an intersection.
3068,000000184669.jpg#2,A Coca Cola truck is making a left hand turn at the intersection.
3069,000000184669.jpg#3,A soda truck is seen turning the corner.
3070,000000184669.jpg#4,a big cola truck going through an intersection
3071,000000415530.jpg#0,Two trains traveling down a street lined with tall buildings.
3072,000000415530.jpg#1,a tram that is driving on a city street
3073,000000415530.jpg#2,Blue and white electric train running through an older looking city.
3074,000000415530.jpg#3,Some large vehicles on a wide street near big buildings.
3075,000000415530.jpg#4,A blue and white trolley traveling down the street
3076,000000276894.jpg#0,Two men standing in front of a black car on a road. 
3077,000000276894.jpg#1,Two men in dress clothes standing by a limousine.
3078,000000276894.jpg#2,limo driver in a black suit standing outside of a limo
3079,000000276894.jpg#3,Two men stand next to a limo that is parked to close to a fire hydrant.
3080,000000276894.jpg#4,Two men standing next to a black limousine.
3081,000000237685.jpg#0,a public transit bus on a city street near buildings 
3082,000000237685.jpg#1,Picture of a car and the bus on the street.
3083,000000237685.jpg#2,A bus is moving through a green light in the middle of a city.
3084,000000237685.jpg#3,A bus drives through an intersection where the light is green. 
3085,000000237685.jpg#4,Street scene with a bus going through a green light.
3086,000000462505.jpg#0,A Manchester bus with passengers is traveling down the road. 
3087,000000462505.jpg#1,a double deckered bus on a city street 
3088,000000462505.jpg#2,A doubledecker bus comes down the street in town.
3089,000000462505.jpg#3,A bus with Manchester riding down the street in a rural area.
3090,000000462505.jpg#4,A bus sits next to a tree and sidewalk.
3091,000000053406.jpg#0,A silver bus passing by cars on a street.
3092,000000053406.jpg#1,The city bus is traveling down the road. 
3093,000000053406.jpg#2,There is no image here to provide a caption for.
3094,000000053406.jpg#3,a public transit bus on a city street
3095,000000053406.jpg#4,A two car bus driving along a street.
3096,000000184431.jpg#0,A picture of a very busy intersection with a subway line next to it.
3097,000000184431.jpg#1,A row of colorful apartment buildings on a rainy day.
3098,000000184431.jpg#2,"A highway, next to a train track and some condominium buildings."
3099,000000184431.jpg#3,A bus that is sitting in the street.
3100,000000184431.jpg#4,Vehicles driving on a road in front of skyscrapers.
3101,000000347728.jpg#0,an image of a man holding an umbrella
3102,000000347728.jpg#1,a guy walking down the road holding an umbrella.
3103,000000347728.jpg#2,People walking with umbrellas on a wet city street.
3104,000000347728.jpg#3,A young man with a blue umbrella crossing the street.
3105,000000347728.jpg#4,a person walking on a street with an open umbrella
3106,000000557434.jpg#0,Underweight oxen pulling cart in heavy traffic in native land.
3107,000000557434.jpg#1,A busy street full of pedestrians and cars.
3108,000000557434.jpg#2,A young boy stands in a city street in a jumble of traffic.
3109,000000557434.jpg#3,A group of people standing around street with cars passing by.
3110,000000557434.jpg#4,"A harnessed steer and several youths are standing in, two are biking through, a tight space afforded in the center of a knot of randomly placed cars and a truck loaded with cardboard boxes."
3111,000000460470.jpg#0,A British double deck bus with an convertible top.
3112,000000460470.jpg#1,a man hanging onto a pole while riding a red tour bus in London
3113,000000460470.jpg#2,There are two double decker red busses besides each other
3114,000000460470.jpg#3,A man on the back of a red bus.
3115,000000460470.jpg#4,A double decker tour bus drives down the road with other buses and cars.
3116,000000510799.jpg#0,A train traveling down train tracks next to a bunch of trees.
3117,000000510799.jpg#1,Small passenger train moving along the train tracks
3118,000000510799.jpg#2,An old fashioned passenger train traveling through the countryside.
3119,000000510799.jpg#3,A passenger train is going down the track and people are in the car.
3120,000000510799.jpg#4,a train with a bunch of passengers on it 
3121,000000404221.jpg#0,A passenger bus that is driving down the street.
3122,000000404221.jpg#1,A city bus is headed up a hill over a bridge.
3123,000000404221.jpg#2,A bus that is sitting in the street.
3124,000000404221.jpg#3,A bus drives down a narrow street lined with cars.
3125,000000404221.jpg#4,A bus traveling down a road during the day.
3126,000000151934.jpg#0,A blue city bus is parked next to a bus stop.
3127,000000151934.jpg#1,a blue bus parked by a bus stop on a somewhat busy street 
3128,000000151934.jpg#2,A passenger bus that is pulling up to the side of the street.
3129,000000151934.jpg#3,A bus stopped at a terminal with other cars nearby.
